subtile_id,split,size,overlap
32_416_5315_65,train,640,20
32_460_5427_22,train,640,20
32_456_5427_79,train,640,20
32_410_5317_88,train,640,20
32_458_5429_44,train,640,20
32_413_5315_42,train,640,20
32_457_5428_99,train,640,20
32_464_5483_62,train,640,20
32_462_5482_32,train,640,20
32_412_5319_48,train,640,20
32_455_5428_99,train,640,20
32_457_5428_94,train,640,20
32_461_5481_12,train,640,20
32_412_5314_21,train,640,20
32_456_5427_25,train,640,20
32_461_5483_46,train,640,20
32_454_5431_36,train,640,20
32_410_5316_7,train,640,20
32_454_5427_17,train,640,20
32_453_5428_7,train,640,20
32_463_5423_57,train,640,20
32_464_5487_74,train,640,20
32_410_5316_72,train,640,20
32_458_5429_51,train,640,20
32_456_5428_84,train,640,20
32_458_5428_11,train,640,20
32_458_5428_43,train,640,20
32_462_5481_25,train,640,20
32_455_5428_70,train,640,20
32_454_5428_61,train,640,20
32_409_5317_4,train,640,20
32_414_5317_12,train,640,20
32_410_5317_77,train,640,20
32_455_5427_53,train,640,20
32_455_5433_53,train,640,20
32_462_5481_40,train,640,20
32_460_5427_25,train,640,20
32_455_5432_40,train,640,20
32_454_5428_88,train,640,20
32_415_5315_11,train,640,20
32_417_5315_57,train,640,20
32_462_5483_99,train,640,20
32_411_5318_84,train,640,20
32_466_5484_66,train,640,20
32_413_5317_17,train,640,20
32_454_5428_62,train,640,20
32_454_5430_67,train,640,20
32_413_5319_94,train,640,20
32_415_5315_41,train,640,20
32_412_5314_3,train,640,20
32_455_5432_76,train,640,20
32_461_5482_37,train,640,20
32_454_5428_23,train,640,20
32_417_5314_15,train,640,20
32_459_5431_15,train,640,20
32_452_5429_97,train,640,20
32_461_5481_59,train,640,20
32_460_5427_23,train,640,20
32_458_5429_45,train,640,20
32_453_5431_91,train,640,20
32_411_5318_45,train,640,20
32_462_5481_67,train,640,20
32_457_5428_44,train,640,20
32_454_5432_16,train,640,20
32_457_5428_15,train,640,20
32_455_5427_32,train,640,20
32_464_5487_90,train,640,20
32_410_5316_44,train,640,20
32_453_5428_25,train,640,20
32_461_5426_34,train,640,20
32_456_5429_70,train,640,20
32_412_5315_10,train,640,20
32_460_5425_74,train,640,20
32_413_5317_74,train,640,20
32_413_5317_0,train,640,20
32_456_5427_54,train,640,20
32_458_5429_36,train,640,20
32_409_5316_25,train,640,20
32_458_5428_69,train,640,20
32_464_5485_87,train,640,20
32_454_5432_34,train,640,20
32_413_5319_82,train,640,20
32_462_5483_13,train,640,20
32_465_5482_52,train,640,20
32_461_5481_4,train,640,20
32_415_5315_34,train,640,20
32_458_5427_78,train,640,20
32_454_5430_20,train,640,20
32_456_5427_95,train,640,20
32_455_5427_97,train,640,20
32_466_5484_99,train,640,20
32_410_5316_67,train,640,20
32_465_5482_72,train,640,20
32_454_5428_77,train,640,20
32_411_5318_30,train,640,20
32_456_5428_92,train,640,20
32_411_5315_5,train,640,20
32_456_5427_22,train,640,20
32_455_5431_52,train,640,20
32_454_5427_66,train,640,20
32_457_5428_69,train,640,20
32_461_5484_86,train,640,20
32_410_5316_73,train,640,20
32_414_5318_94,train,640,20
32_458_5427_68,train,640,20
32_410_5318_72,train,640,20
32_459_5432_81,train,640,20
32_460_5427_37,train,640,20
32_464_5483_79,train,640,20
32_411_5318_37,train,640,20
32_415_5315_37,train,640,20
32_455_5427_82,train,640,20
32_462_5482_85,train,640,20
32_455_5432_46,train,640,20
32_467_5483_17,train,640,20
32_460_5427_27,train,640,20
32_411_5315_15,train,640,20
32_455_5427_98,train,640,20
32_413_5315_38,train,640,20
32_457_5428_93,train,640,20
32_417_5316_81,train,640,20
32_455_5433_65,train,640,20
32_460_5483_54,train,640,20
32_413_5318_22,train,640,20
32_410_5316_4,train,640,20
32_412_5314_43,train,640,20
32_457_5428_54,train,640,20
32_462_5481_66,train,640,20
32_410_5316_11,train,640,20
32_458_5428_59,train,640,20
32_454_5428_71,train,640,20
32_411_5316_58,train,640,20
32_456_5429_60,train,640,20
32_460_5483_79,train,640,20
32_457_5428_96,train,640,20
32_462_5481_0,train,640,20
32_460_5426_7,train,640,20
32_455_5428_41,train,640,20
32_416_5315_56,train,640,20
32_413_5316_36,train,640,20
32_411_5316_28,train,640,20
32_458_5428_42,train,640,20
32_409_5317_86,train,640,20
32_455_5427_69,train,640,20
32_412_5319_48,train,640,20
32_462_5426_1,train,640,20
32_455_5428_99,train,640,20
32_414_5318_65,train,640,20
32_462_5480_73,train,640,20
32_463_5487_78,train,640,20
32_467_5483_76,train,640,20
32_417_5314_25,train,640,20
32_462_5483_67,train,640,20
32_463_5487_67,train,640,20
32_412_5315_41,train,640,20
32_463_5486_48,train,640,20
32_462_5480_18,train,640,20
32_410_5316_14,train,640,20
32_458_5428_62,train,640,20
32_413_5316_45,train,640,20
32_455_5432_13,train,640,20
32_410_5317_87,train,640,20
32_461_5482_50,train,640,20
32_462_5426_35,train,640,20
32_459_5431_16,train,640,20
32_412_5316_61,train,640,20
32_456_5427_75,train,640,20
32_456_5426_23,train,640,20
32_412_5320_78,train,640,20
32_465_5484_98,train,640,20
32_453_5430_10,train,640,20
32_453_5430_21,train,640,20
32_458_5428_59,train,640,20
32_455_5432_24,train,640,20
32_462_5481_58,train,640,20
32_466_5484_64,train,640,20
32_456_5427_71,train,640,20
32_463_5423_74,train,640,20
32_413_5319_50,train,640,20
32_464_5485_87,train,640,20
32_461_5482_0,train,640,20
32_462_5482_72,train,640,20
32_454_5427_98,train,640,20
32_455_5432_45,train,640,20
32_462_5481_90,train,640,20
32_456_5426_11,train,640,20
32_462_5480_18,train,640,20
32_410_5317_75,train,640,20
32_456_5426_1,train,640,20
32_456_5428_65,train,640,20
32_462_5482_21,train,640,20
32_413_5317_89,train,640,20
32_462_5481_48,train,640,20
32_455_5427_94,train,640,20
32_453_5430_18,train,640,20
32_414_5319_74,train,640,20
32_456_5427_77,train,640,20
32_460_5427_36,train,640,20
32_410_5317_86,train,640,20
32_456_5429_40,train,640,20
32_457_5428_16,train,640,20
32_461_5483_20,train,640,20
32_412_5315_66,train,640,20
32_455_5431_41,train,640,20
32_461_5426_20,train,640,20
32_462_5484_81,train,640,20
32_413_5318_76,train,640,20
32_456_5427_12,train,640,20
32_454_5427_51,train,640,20
32_416_5315_25,train,640,20
32_415_5316_98,train,640,20
32_460_5427_72,train,640,20
32_466_5482_35,train,640,20
32_417_5315_1,train,640,20
32_416_5315_23,train,640,20
32_462_5426_45,train,640,20
32_462_5481_47,train,640,20
32_455_5427_75,train,640,20
32_458_5430_71,train,640,20
32_463_5481_80,train,640,20
32_460_5483_79,train,640,20
32_409_5317_87,train,640,20
32_412_5317_21,train,640,20
32_454_5427_50,train,640,20
32_462_5481_82,train,640,20
32_412_5314_18,train,640,20
32_462_5481_32,train,640,20
32_457_5428_52,train,640,20
32_457_5428_99,train,640,20
32_464_5483_47,train,640,20
32_413_5315_50,train,640,20
32_455_5427_69,train,640,20
32_414_5317_46,train,640,20
32_461_5426_33,train,640,20
32_462_5483_36,train,640,20
32_410_5316_83,train,640,20
32_461_5482_51,train,640,20
32_415_5315_55,train,640,20
32_455_5427_98,train,640,20
32_459_5431_6,train,640,20
32_466_5482_26,train,640,20
32_466_5484_70,train,640,20
32_465_5423_77,train,640,20
32_463_5486_47,train,640,20
32_454_5428_24,train,640,20
32_417_5315_75,train,640,20
32_411_5318_69,train,640,20
32_465_5482_50,train,640,20
32_461_5483_26,train,640,20
32_465_5423_73,train,640,20
32_453_5430_38,train,640,20
32_412_5318_50,train,640,20
32_461_5482_24,train,640,20
32_457_5428_94,train,640,20
32_454_5428_13,train,640,20
32_412_5318_82,train,640,20
32_461_5484_86,train,640,20
32_455_5427_1,train,640,20
32_468_5483_82,train,640,20
32_461_5482_62,train,640,20
32_461_5482_43,train,640,20
32_415_5315_15,train,640,20
32_460_5427_88,train,640,20
32_457_5428_93,train,640,20
32_456_5426_13,train,640,20
32_461_5482_25,train,640,20
32_459_5484_88,train,640,20
32_410_5317_20,train,640,20
32_411_5318_55,train,640,20
32_462_5483_99,train,640,20
32_467_5483_85,train,640,20
32_460_5481_28,train,640,20
32_461_5484_66,train,640,20
32_463_5423_2,train,640,20
32_411_5317_5,train,640,20
32_462_5483_46,train,640,20
32_461_5482_89,train,640,20
32_413_5315_59,train,640,20
32_466_5482_59,train,640,20
32_465_5482_84,train,640,20
32_465_5482_59,train,640,20
32_461_5482_52,train,640,20
32_460_5427_26,train,640,20
32_410_5317_56,train,640,20
32_457_5428_48,train,640,20
32_456_5429_61,train,640,20
32_411_5315_14,train,640,20
32_457_5428_43,train,640,20
32_460_5425_42,train,640,20
32_456_5427_73,train,640,20
32_456_5427_33,train,640,20
32_462_5481_43,train,640,20
32_455_5431_24,train,640,20
32_462_5481_56,train,640,20
32_455_5427_34,train,640,20
32_464_5486_7,train,640,20
32_461_5482_89,train,640,20
32_462_5483_38,train,640,20
32_458_5429_46,train,640,20
32_415_5315_10,train,640,20
32_409_5315_69,train,640,20
32_458_5428_46,train,640,20
32_462_5484_65,train,640,20
32_455_5427_20,train,640,20
32_417_5315_94,train,640,20
32_452_5429_36,train,640,20
32_413_5316_27,train,640,20
32_463_5486_13,train,640,20
32_455_5427_93,train,640,20
32_467_5484_42,train,640,20
32_460_5483_99,train,640,20
32_410_5316_78,train,640,20
32_411_5318_93,train,640,20
32_413_5315_55,train,640,20
32_458_5429_33,train,640,20
32_454_5428_36,train,640,20
32_468_5483_6,train,640,20
32_461_5482_48,train,640,20
32_455_5427_72,train,640,20
32_458_5429_55,train,640,20
32_462_5481_38,train,640,20
32_410_5318_71,train,640,20
32_460_5427_12,train,640,20
32_460_5483_44,train,640,20
32_456_5428_91,train,640,20
32_465_5480_21,train,640,20
32_416_5315_60,train,640,20
32_456_5427_91,train,640,20
32_413_5317_19,train,640,20
32_462_5483_28,train,640,20
32_453_5428_0,train,640,20
32_455_5431_25,train,640,20
32_412_5315_75,train,640,20
32_415_5315_59,train,640,20
32_456_5428_90,train,640,20
32_413_5317_95,train,640,20
32_463_5422_38,train,640,20
32_462_5481_93,train,640,20
32_462_5481_88,train,640,20
32_412_5318_99,train,640,20
32_460_5483_37,train,640,20
32_414_5318_25,train,640,20
32_462_5483_26,train,640,20
32_410_5317_88,train,640,20
32_416_5315_67,train,640,20
32_460_5426_70,train,640,20
32_412_5315_65,train,640,20
32_466_5482_1,train,640,20
32_455_5427_52,train,640,20
32_455_5427_71,train,640,20
32_413_5318_96,train,640,20
32_412_5317_95,train,640,20
32_454_5428_49,train,640,20
32_456_5428_62,train,640,20
32_462_5484_66,train,640,20
32_410_5317_58,train,640,20
32_458_5431_26,train,640,20
32_458_5427_74,train,640,20
32_462_5482_9,train,640,20
32_458_5431_8,train,640,20
32_417_5314_16,train,640,20
32_458_5428_76,train,640,20
32_463_5481_80,train,640,20
32_456_5427_62,train,640,20
32_462_5481_87,train,640,20
32_455_5432_19,train,640,20
32_454_5432_5,train,640,20
32_462_5480_5,train,640,20
32_465_5423_72,train,640,20
32_413_5317_62,train,640,20
32_455_5427_66,train,640,20
32_458_5428_69,train,640,20
32_456_5428_99,train,640,20
32_462_5484_57,train,640,20
32_452_5429_97,train,640,20
32_462_5482_56,train,640,20
32_464_5484_24,train,640,20
32_454_5428_44,train,640,20
32_462_5482_42,train,640,20
32_453_5428_37,train,640,20
32_454_5431_40,train,640,20
32_460_5425_23,train,640,20
32_456_5427_8,train,640,20
32_462_5483_37,train,640,20
32_457_5428_61,train,640,20
32_413_5317_35,train,640,20
32_464_5422_40,train,640,20
32_462_5426_13,train,640,20
32_456_5426_22,train,640,20
32_454_5427_79,train,640,20
32_465_5482_84,train,640,20
32_417_5315_94,train,640,20
32_459_5431_99,train,640,20
32_458_5428_53,train,640,20
32_412_5315_64,train,640,20
32_411_5316_57,train,640,20
32_460_5425_47,train,640,20
32_466_5484_71,train,640,20
32_411_5316_86,train,640,20
32_465_5482_68,train,640,20
32_410_5318_60,train,640,20
32_464_5485_84,train,640,20
32_455_5427_6,train,640,20
32_458_5431_94,train,640,20
32_461_5482_42,train,640,20
32_454_5428_88,train,640,20
32_463_5481_60,train,640,20
32_455_5427_30,train,640,20
32_465_5423_79,train,640,20
32_455_5427_93,train,640,20
32_412_5317_97,train,640,20
32_411_5317_48,train,640,20
32_465_5423_76,train,640,20
32_464_5484_95,train,640,20
32_455_5427_27,train,640,20
32_462_5481_30,train,640,20
32_411_5318_71,train,640,20
32_454_5433_73,train,640,20
32_454_5428_67,train,640,20
32_464_5484_62,train,640,20
32_454_5427_47,train,640,20
32_457_5428_51,train,640,20
32_461_5426_24,train,640,20
32_413_5320_81,train,640,20
32_466_5484_67,train,640,20
32_462_5481_76,train,640,20
32_412_5315_11,train,640,20
32_467_5483_42,train,640,20
32_411_5316_49,train,640,20
32_462_5481_96,train,640,20
32_464_5487_83,train,640,20
32_457_5428_91,train,640,20
32_461_5484_97,train,640,20
32_413_5319_75,train,640,20
32_453_5430_1,train,640,20
32_410_5316_3,train,640,20
32_409_5316_57,train,640,20
32_457_5428_76,train,640,20
32_411_5318_56,train,640,20
32_456_5427_38,train,640,20
32_457_5428_71,train,640,20
32_460_5426_19,train,640,20
32_462_5481_68,train,640,20
32_461_5482_17,train,640,20
32_464_5486_26,train,640,20
32_462_5481_61,train,640,20
32_411_5317_61,train,640,20
32_462_5483_82,train,640,20
32_455_5428_83,train,640,20
32_454_5433_75,train,640,20
32_411_5316_1,train,640,20
32_468_5483_0,train,640,20
32_462_5482_30,train,640,20
32_462_5483_31,train,640,20
32_413_5317_4,train,640,20
32_458_5428_48,train,640,20
32_412_5316_40,train,640,20
32_455_5432_32,train,640,20
32_466_5484_99,train,640,20
32_462_5484_80,train,640,20
32_467_5483_59,train,640,20
32_456_5429_55,train,640,20
32_413_5317_63,train,640,20
32_467_5483_65,train,640,20
32_413_5318_88,train,640,20
32_461_5483_11,train,640,20
32_460_5483_45,train,640,20
32_416_5316_86,train,640,20
32_456_5427_13,train,640,20
32_413_5319_54,train,640,20
32_453_5427_8,train,640,20
32_409_5316_47,train,640,20
32_462_5480_14,train,640,20
32_413_5317_66,train,640,20
32_459_5484_21,train,640,20
32_415_5317_46,train,640,20
32_455_5428_31,train,640,20
32_462_5481_52,train,640,20
32_460_5425_9,train,640,20
32_417_5315_47,train,640,20
32_465_5482_44,train,640,20
32_457_5428_59,train,640,20
32_468_5483_51,train,640,20
32_410_5318_29,train,640,20
32_454_5428_35,train,640,20
32_462_5481_78,train,640,20
32_455_5428_90,train,640,20
32_452_5429_16,train,640,20
32_464_5484_43,train,640,20
32_460_5481_64,train,640,20
32_414_5317_53,train,640,20
32_455_5432_20,train,640,20
32_412_5318_25,train,640,20
32_413_5318_70,train,640,20
32_413_5319_96,train,640,20
32_461_5483_51,train,640,20
32_454_5432_12,train,640,20
32_467_5484_53,train,640,20
32_463_5423_67,train,640,20
32_464_5483_83,train,640,20
32_461_5426_10,train,640,20
32_462_5481_65,train,640,20
32_456_5427_21,train,640,20
32_462_5483_56,train,640,20
32_413_5316_44,train,640,20
32_457_5428_34,train,640,20
32_417_5315_10,train,640,20
32_458_5429_69,train,640,20
32_410_5318_49,train,640,20
32_456_5426_17,train,640,20
32_465_5482_35,train,640,20
32_458_5431_25,train,640,20
32_458_5429_22,train,640,20
32_462_5426_22,train,640,20
32_417_5315_72,train,640,20
32_461_5483_86,train,640,20
32_412_5315_94,train,640,20
32_456_5427_32,train,640,20
32_466_5483_37,train,640,20
32_455_5431_17,train,640,20
32_466_5484_72,train,640,20
32_410_5317_68,train,640,20
32_458_5429_32,train,640,20
32_412_5320_78,train,640,20
32_464_5485_99,train,640,20
32_455_5427_78,train,640,20
32_411_5319_97,train,640,20
32_455_5428_99,train,640,20
32_411_5318_84,train,640,20
32_467_5484_30,train,640,20
32_454_5429_20,train,640,20
32_415_5315_57,train,640,20
32_454_5428_52,train,640,20
32_459_5484_17,train,640,20
32_460_5427_39,train,640,20
32_413_5317_37,train,640,20
32_462_5426_2,train,640,20
32_466_5482_42,train,640,20
32_454_5427_38,train,640,20
32_457_5428_42,train,640,20
32_459_5432_84,train,640,20
32_453_5427_48,train,640,20
32_460_5427_96,train,640,20
32_465_5423_62,train,640,20
32_465_5480_30,train,640,20
32_462_5483_38,train,640,20
32_463_5423_10,train,640,20
32_459_5432_92,train,640,20
32_413_5320_81,train,640,20
32_458_5427_42,train,640,20
32_452_5429_7,train,640,20
32_455_5431_26,train,640,20
32_416_5315_9,train,640,20
32_455_5427_24,train,640,20
32_456_5428_48,train,640,20
32_461_5481_25,train,640,20
32_416_5315_5,train,640,20
32_462_5483_99,train,640,20
32_413_5319_74,train,640,20
32_410_5318_49,train,640,20
32_463_5486_87,train,640,20
32_462_5483_80,train,640,20
32_462_5482_20,train,640,20
32_410_5317_40,train,640,20
32_453_5430_40,train,640,20
32_456_5429_64,train,640,20
32_458_5427_19,train,640,20
32_462_5481_88,train,640,20
32_411_5318_72,train,640,20
32_464_5422_4,train,640,20
32_410_5318_36,train,640,20
32_465_5482_71,train,640,20
32_412_5314_34,train,640,20
32_463_5423_77,train,640,20
32_456_5427_49,train,640,20
32_458_5428_21,train,640,20
32_453_5427_18,train,640,20
32_462_5483_76,train,640,20
32_417_5315_11,train,640,20
32_455_5432_55,train,640,20
32_458_5431_16,train,640,20
32_411_5318_44,train,640,20
32_454_5429_0,train,640,20
32_462_5484_92,train,640,20
32_455_5428_78,train,640,20
32_461_5482_55,train,640,20
32_464_5483_48,train,640,20
32_463_5481_92,train,640,20
32_463_5423_34,train,640,20
32_455_5427_62,train,640,20
32_462_5483_64,train,640,20
32_453_5428_23,train,640,20
32_461_5482_83,train,640,20
32_462_5483_65,train,640,20
32_464_5487_77,train,640,20
32_461_5483_10,train,640,20
32_458_5428_61,train,640,20
32_462_5483_91,train,640,20
32_468_5483_86,train,640,20
32_458_5428_35,train,640,20
32_415_5315_44,train,640,20
32_415_5317_43,train,640,20
32_411_5317_95,train,640,20
32_412_5318_59,train,640,20
32_460_5483_55,train,640,20
32_412_5315_74,train,640,20
32_412_5317_74,train,640,20
32_462_5483_34,train,640,20
32_455_5428_81,train,640,20
32_413_5319_24,train,640,20
32_462_5483_54,train,640,20
32_460_5483_49,train,640,20
32_467_5483_0,train,640,20
32_462_5483_57,train,640,20
32_462_5483_25,train,640,20
32_456_5427_18,train,640,20
32_465_5484_13,train,640,20
32_456_5427_51,train,640,20
32_460_5425_66,train,640,20
32_460_5425_4,train,640,20
32_464_5487_97,train,640,20
32_460_5427_70,train,640,20
32_414_5318_16,train,640,20
32_462_5426_89,train,640,20
32_458_5428_19,train,640,20
32_466_5482_19,train,640,20
32_466_5484_62,train,640,20
32_462_5481_55,train,640,20
32_466_5484_87,train,640,20
32_413_5317_56,train,640,20
32_463_5481_5,train,640,20
32_464_5485_72,train,640,20
32_456_5427_23,train,640,20
32_456_5429_41,train,640,20
32_412_5318_68,train,640,20
32_467_5483_86,train,640,20
32_467_5482_59,train,640,20
32_460_5425_24,train,640,20
32_463_5487_68,train,640,20
32_457_5428_97,train,640,20
32_455_5427_55,train,640,20
32_409_5317_87,train,640,20
32_454_5427_10,train,640,20
32_460_5427_39,train,640,20
32_414_5319_96,train,640,20
32_462_5484_73,train,640,20
32_415_5315_33,train,640,20
32_411_5318_49,train,640,20
32_458_5430_31,train,640,20
32_457_5428_18,train,640,20
32_456_5427_8,train,640,20
32_456_5427_88,train,640,20
32_463_5486_58,train,640,20
32_414_5319_95,train,640,20
32_413_5318_88,train,640,20
32_462_5482_92,train,640,20
32_459_5484_88,train,640,20
32_462_5483_86,train,640,20
32_415_5317_41,train,640,20
32_458_5429_17,train,640,20
32_453_5428_36,train,640,20
32_462_5482_10,train,640,20
32_453_5431_91,train,640,20
32_460_5427_47,train,640,20
32_454_5428_32,train,640,20
32_458_5429_16,train,640,20
32_453_5428_14,train,640,20
32_458_5428_45,train,640,20
32_462_5484_58,train,640,20
32_410_5317_93,train,640,20
32_454_5428_66,train,640,20
32_410_5316_5,train,640,20
32_461_5483_55,train,640,20
32_462_5482_7,train,640,20
32_458_5429_23,train,640,20
32_412_5315_0,train,640,20
32_456_5428_72,train,640,20
32_464_5484_98,train,640,20
32_461_5482_79,train,640,20
32_460_5481_42,train,640,20
32_454_5427_15,train,640,20
32_462_5482_37,train,640,20
32_454_5430_82,train,640,20
32_462_5481_2,train,640,20
32_458_5429_73,train,640,20
32_462_5480_50,train,640,20
32_461_5482_60,train,640,20
32_464_5487_65,train,640,20
32_457_5428_39,train,640,20
32_417_5315_93,train,640,20
32_455_5432_4,train,640,20
32_462_5483_84,train,640,20
32_412_5315_21,train,640,20
32_455_5427_46,train,640,20
32_454_5427_7,train,640,20
32_456_5427_92,train,640,20
32_464_5487_70,train,640,20
32_410_5317_21,train,640,20
32_413_5316_56,train,640,20
32_458_5429_47,train,640,20
32_454_5432_14,train,640,20
32_455_5427_61,train,640,20
32_460_5425_32,train,640,20
32_411_5317_86,train,640,20
32_413_5317_14,train,640,20
32_412_5315_57,train,640,20
32_410_5316_21,train,640,20
32_454_5427_76,train,640,20
32_466_5482_8,train,640,20
32_461_5482_5,train,640,20
32_454_5428_51,train,640,20
32_415_5316_95,train,640,20
32_415_5315_27,train,640,20
32_457_5428_96,train,640,20
32_453_5431_89,train,640,20
32_455_5428_87,train,640,20
32_454_5433_94,train,640,20
32_468_5483_84,train,640,20
32_455_5428_96,train,640,20
32_461_5483_25,train,640,20
32_465_5485_10,train,640,20
32_461_5483_12,train,640,20
32_454_5427_40,train,640,20
32_411_5315_23,train,640,20
32_454_5428_63,train,640,20
32_413_5317_71,train,640,20
32_466_5483_20,train,640,20
32_409_5316_85,train,640,20
32_458_5431_53,train,640,20
32_410_5316_34,train,640,20
32_411_5316_38,train,640,20
32_413_5317_11,train,640,20
32_464_5484_56,train,640,20
32_459_5484_20,train,640,20
32_413_5317_41,train,640,20
32_465_5482_29,train,640,20
32_467_5483_35,train,640,20
32_452_5429_56,train,640,20
32_464_5487_83,train,640,20
32_462_5480_27,train,640,20
32_458_5431_43,train,640,20
32_412_5318_36,train,640,20
32_466_5483_8,train,640,20
32_458_5428_85,train,640,20
32_463_5481_10,train,640,20
32_464_5485_99,train,640,20
32_411_5317_89,train,640,20
32_466_5482_19,train,640,20
32_462_5480_9,train,640,20
32_456_5427_88,train,640,20
32_464_5484_63,train,640,20
32_413_5318_87,train,640,20
32_452_5429_55,train,640,20
32_416_5315_13,train,640,20
32_411_5316_71,train,640,20
32_413_5316_6,train,640,20
32_410_5316_2,train,640,20
32_455_5432_21,train,640,20
32_459_5431_54,train,640,20
32_453_5428_5,train,640,20
32_458_5428_4,train,640,20
32_458_5430_82,train,640,20
32_461_5482_34,train,640,20
32_411_5316_38,train,640,20
32_456_5427_90,train,640,20
32_412_5317_30,train,640,20
32_411_5316_70,train,640,20
32_454_5428_12,train,640,20
32_415_5317_52,train,640,20
32_413_5317_54,train,640,20
32_409_5315_18,train,640,20
32_462_5482_48,train,640,20
32_461_5482_29,train,640,20
32_462_5481_72,train,640,20
32_461_5483_86,train,640,20
32_416_5315_94,train,640,20
32_455_5427_7,train,640,20
32_410_5316_49,train,640,20
32_466_5484_96,train,640,20
32_454_5429_91,train,640,20
32_462_5482_48,train,640,20
32_459_5484_0,train,640,20
32_454_5427_46,train,640,20
32_454_5432_27,train,640,20
32_409_5316_15,train,640,20
32_415_5315_23,train,640,20
32_417_5315_48,train,640,20
32_463_5487_78,train,640,20
32_467_5484_98,train,640,20
32_462_5482_34,train,640,20
32_454_5432_49,train,640,20
32_465_5480_62,train,640,20
32_459_5431_0,train,640,20
32_455_5427_56,train,640,20
32_462_5480_16,train,640,20
32_457_5428_62,train,640,20
32_465_5423_80,train,640,20
32_456_5428_78,train,640,20
32_461_5426_0,train,640,20
32_410_5316_57,train,640,20
32_453_5430_9,train,640,20
32_415_5315_59,train,640,20
32_412_5317_60,train,640,20
32_412_5315_67,train,640,20
32_455_5427_63,train,640,20
32_462_5482_16,train,640,20
32_457_5428_45,train,640,20
32_463_5486_23,train,640,20
32_416_5316_84,train,640,20
32_461_5483_90,train,640,20
32_410_5317_67,train,640,20
32_461_5481_16,train,640,20
32_456_5428_77,train,640,20
32_412_5319_7,train,640,20
32_464_5483_82,train,640,20
32_464_5485_95,train,640,20
32_453_5427_18,train,640,20
32_455_5427_13,train,640,20
32_457_5428_70,train,640,20
32_467_5483_97,train,640,20
32_457_5428_8,train,640,20
32_464_5485_30,train,640,20
32_453_5428_27,train,640,20
32_456_5427_10,train,640,20
32_467_5484_76,train,640,20
32_464_5486_80,train,640,20
32_458_5431_63,train,640,20
32_412_5315_69,train,640,20
32_410_5316_92,train,640,20
32_463_5481_70,train,640,20
32_462_5481_33,train,640,20
32_455_5427_43,train,640,20
32_416_5315_70,train,640,20
32_461_5481_22,train,640,20
32_454_5428_57,train,640,20
32_460_5483_77,train,640,20
32_411_5319_97,train,640,20
32_458_5427_67,train,640,20
32_457_5428_64,train,640,20
32_452_5429_66,train,640,20
32_416_5315_4,train,640,20
32_416_5315_66,train,640,20
32_410_5317_3,train,640,20
32_409_5317_86,train,640,20
32_462_5426_23,train,640,20
32_410_5317_76,train,640,20
32_457_5428_39,train,640,20
32_411_5316_67,train,640,20
32_458_5429_74,train,640,20
32_458_5429_67,train,640,20
32_467_5484_59,train,640,20
32_459_5431_36,train,640,20
32_454_5428_88,train,640,20
32_454_5428_78,train,640,20
32_412_5314_25,train,640,20
32_412_5314_11,train,640,20
32_455_5427_70,train,640,20
32_458_5431_94,train,640,20
32_414_5319_61,train,640,20
32_454_5433_85,train,640,20
32_412_5318_90,train,640,20
32_409_5316_65,train,640,20
32_456_5429_71,train,640,20
32_462_5482_84,train,640,20
32_412_5318_99,train,640,20
32_412_5318_90,train,640,20
32_462_5483_53,train,640,20
32_413_5316_55,train,640,20
32_455_5428_50,train,640,20
32_413_5317_28,train,640,20
32_461_5482_61,train,640,20
32_410_5316_24,train,640,20
32_413_5317_89,train,640,20
32_462_5427_4,train,640,20
32_413_5317_5,train,640,20
32_415_5315_17,train,640,20
32_466_5482_11,train,640,20
32_454_5427_37,train,640,20
32_464_5484_78,train,640,20
32_454_5432_23,train,640,20
32_454_5427_77,train,640,20
32_458_5429_31,train,640,20
32_459_5431_56,train,640,20
32_412_5315_51,train,640,20
32_454_5430_30,train,640,20
32_409_5317_98,train,640,20
32_462_5482_70,train,640,20
32_457_5428_26,train,640,20
32_417_5314_38,train,640,20
32_465_5480_80,train,640,20
32_458_5430_91,train,640,20
32_454_5427_52,train,640,20
32_461_5483_15,train,640,20
32_415_5315_22,train,640,20
32_464_5487_85,train,640,20
32_453_5428_10,train,640,20
32_410_5316_12,train,640,20
32_456_5427_31,train,640,20
32_458_5429_84,train,640,20
32_413_5317_44,train,640,20
32_454_5429_70,train,640,20
32_452_5429_64,train,640,20
32_458_5431_54,train,640,20
32_462_5483_59,train,640,20
32_461_5483_13,train,640,20
32_455_5428_71,train,640,20
32_467_5484_40,train,640,20
32_462_5481_3,train,640,20
32_462_5482_2,train,640,20
32_456_5429_95,train,640,20
32_462_5481_88,train,640,20
32_413_5316_65,train,640,20
32_460_5427_63,train,640,20
32_463_5423_28,train,640,20
32_414_5317_43,train,640,20
32_457_5428_92,train,640,20
32_414_5317_52,train,640,20
32_455_5427_82,train,640,20
32_411_5317_79,train,640,20
32_413_5316_16,train,640,20
32_457_5428_99,train,640,20
32_454_5431_35,train,640,20
32_454_5432_59,train,640,20
32_454_5427_87,train,640,20
32_457_5428_37,train,640,20
32_454_5427_6,train,640,20
32_453_5430_11,train,640,20
32_460_5427_80,train,640,20
32_455_5433_64,train,640,20
32_412_5315_45,train,640,20
32_413_5317_53,train,640,20
32_415_5315_20,train,640,20
